"Production_Budget_USD","Worldwide_Gross_USD"
2.5e+07,234981342
2.5e+07,40686409
1.3e+07,3260555
10100000,1066555
2500000,72260
2e+07,16907831
1.5e+07,77514401
4500000,51957
5e+07,80583311
2200000,388390
2e+06,81197047
6e+07,454161935
1.2e+07,92618117
9e+06,3438735
8500000,20288774
3.5e+07,63211088
2.5e+07,164051250
3e+06,163069
5e+07,56077088
4.5e+07,29367143
3.2e+07,79915361
2.3e+07,24489150
1e+07,1165102
3500000,221096
4.5e+07,146162920
3e+07,15313631
2.5e+07,59183821
2e+07,56822960
16500000,13636339
72500000,86509602
2.2e+07,146590987
1.5e+07,65261291
1.2e+07,1513388
1.8e+08,256585882
7e+07,137022245
6400000,8902141
3e+07,80276156
27500000,26939925
1.9e+07,34352162
1.6e+07,8120148
1e+07,1051907
4600000,731767
1e+06,473769
6e+05,23616
1e+07,135759694
3300000,12405473
2e+07,20819601
1.5e+07,64232714
8e+06,458232
1500000,139084
1.5e+08,942943935
1.7e+07,364607
1.5e+08,194995215
4.5e+07,31077418
5e+06,861325
8.5e+07,340384141
2.5e+07,66015869
2e+07,12397613
17500000,99135571
1.3e+07,49733545
1.3e+07,57189408
9e+06,10642023
1.4e+07,22754472
8600000,32968648
8e+07,113325743
1.4e+07,75525718
5.5e+07,74870866
2.8e+07,55307857
1.5e+07,55934178
12500000,11277119
1.5e+08,585532684
5.5e+07,362605033
3e+07,2717302
2e+07,74180745
250000,284174
7.5e+07,119512771
3.5e+07,20606053
3e+07,155769678
1e+07,1537479
4.5e+07,174810815
4e+07,128884494
4e+07,103429755
1.5e+07,30261293
7300000,25397460
2.5e+07,77208711
4e+06,79250193
2.8e+07,22860477
17500000,60865364
16500000,21404122
2e+07,6947084
1.2e+07,57577765
1e+07,21596074
6500000,70712099
1600000,14253760
1.5e+08,624234272
1.75e+08,405760225
2.1e+07,17589867
1.5e+07,1590246
1e+06,6030129
2500000,13881317
3e+07,160247805
2.5e+07,171302226
2.2e+07,25044057
4900000,15198
2e+06,2350641
1e+06,304472
1.5e+07,26170402
47500000,112214531
3.5e+07,52649951
3e+07,84646831
1.7e+07,8607815
9e+05,11993156
1.86e+08,584604126
4e+07,106548738
7e+06,2667084
2e+06,11263263
92500000,162839667
82500000,223636949
17500000,148586910
7e+06,55617866
6e+06,17252287
2750000,5394447
4e+07,150886329
2e+07,30894247
1.2e+07,5295909
7500000,4151836
6250000,20199663
50000,406299
5.5e+07,43980363
4e+07,78269970
6e+06,3330012
2.8e+07,12031443
2.5e+07,20052958
2e+07,154218168
2e+07,7022183
2e+07,4504111
1.2e+07,17475475
1e+07,33886017
8.5e+07,299477886
3.3e+07,21621188
2.1e+07,39319801
1.5e+07,8200127
1700000,23271741
4e+07,49686263
2e+07,41975388
8e+06,47782426
3e+06,115879
850000,442638
3.5e+07,159846429
3.5e+07,73026302
2.5e+07,11229035
1e+07,33512260
250000,67665
2e+07,44513466
5.8e+07,41348628
3.7e+07,101857425
2.5e+07,22910563
1e+07,22198996
1e+06,16173879
113500000,132999811
18500000,33954018
3e+06,895932
5.5e+07,129075270
3e+07,105173042
3e+07,32955399
1.2e+07,7203439
8e+06,3270974
5e+05,32033
3e+07,64170447
2.5e+07,12850033
2.3e+07,4673377
1.2e+07,43353117
5e+06,332120
4.5e+07,46598133
6e+06,36497
3.5e+07,10157534
2.9e+07,28452945
1.2e+07,8942516
2.25e+08,417341288
1.85e+08,786558145
2e+07,8221700
1e+07,1299855
4600000,968805
57500000,415247258
9e+06,83051676
5e+06,67505
1.3e+08,631910531
9e+07,202910991
1.8e+07,27147349
8e+06,2476491
2.7e+07,44270131
2.6e+07,102404019
5e+06,4815890
137500000,263417913
6e+07,162778384
2e+05,140016
8e+07,226739416
6.2e+07,40123346
1e+07,17657973
2500000,3838486
1.8e+08,532590994
7.5e+07,342416460
1.05e+08,269065678
2e+07,66143005
2e+07,47300771
1.2e+07,2975188
1500000,414404
1.5e+08,599516844
4e+07,12345883
2.8e+07,94500826
12500000,44083403
8500000,198883
1.85e+08,NA
5.2e+07,615748877
3.7e+07,67029956
1.5e+07,6379575
30000,243768
6.5e+07,128468793
3.5e+07,68170792
1.6e+07,247474497
1900000,5617067
1e+07,8243567
72500000,109362966
27500000,43607627
1.5e+07,34533783
1.8e+07,27794339
9e+07,191091250
10000,NA
3.5e+07,77220596
2.5e+07,43530281
1.6e+07,104504817
8500000,68695443
1.5e+07,8767338
6.5e+07,72516819
2.5e+07,71390601
2.3e+07,11778396
9e+06,4934104
3.8e+07,5473041
2.2e+07,27882226
4.5e+07,70216497
2e+07,36720752
6e+06,6176114
4900000,7174984
1.2e+08,93394462
3.5e+07,218535708
450000,22623
2.7e+07,45160110
2.2e+07,31013349
2e+07,44821299
2e+07,27911453
2e+07,34787111
2e+07,29843245
6537890,14319195
8e+07,178066569
4.5e+07,9676497
1.4e+07,266967
3400000,4124277
5e+05,33473297
67500000,118556530
3.8e+07,17830244
37500000,9813309
1.2e+07,41924774
2e+05,212989
2e+05,52443
32500000,112964875
3e+05,1416046
3.5e+07,85761789
2.7e+07,2412123
25100000,28575778
1.9e+07,10412485
1.1e+07,39984023
5.5e+07,113805580
3e+07,43440721
2e+07,4453327
2e+07,4383538
1.1e+07,274392880
10800000,118209778
4500000,12247682
2e+06,2046090
4e+05,655538
2.4e+07,36856306
5e+06,15318257
2500000,507446
2e+06,4294373
1500000,173066
240000,7484
6e+07,13233220
1.5e+07,13248444
2e+07,65454793
1.8e+07,57193655
4e+06,19174817
82500000,160388063
6e+07,50648806
4.5e+07,243180937
3400000,12636
2.3e+08,591692078
2500000,174255
1.5e+08,328015209
3.7e+07,402280159
1e+06,26822
1.3e+08,215080810
8e+07,168311558
2e+07,57293371
6e+07,78481410
3.7e+07,168167798
1.6e+07,50103808
1.4e+07,384519665
8e+07,233066978
5.8e+07,30118557
4e+07,915840
2.5e+07,274543085
2e+07,53191101
2600000,564474
6e+06,46634275
6e+07,90482317
5.4e+07,166617328
5e+07,225990976
1.6e+08,329809326
9e+07,203902107
8e+07,221468935
6e+07,247812011
6e+07,39006188
2e+06,13912289
4.5e+07,79564960
2e+07,38585047
1.8e+07,627422
1.6e+07,31631
1.5e+07,3436763
13700000,11738256
5e+06,1504960
2700000,5377665
1200000,81338
1.5e+08,374825760
102500000,212282709
9e+07,859701857
5e+07,52987754
3.5e+07,122213085
2.6e+07,185904750
1.9e+07,45005151
1.4e+07,102836002
6e+07,66655938
5e+07,1250617
3.5e+07,89102315
750000,814801
2.5e+07,226941585
8e+06,29937909
3250000,34114067
23600000,102236596
18500000,32679264
1.5e+07,18856151
7e+06,30360570
5e+07,53850527
1.7e+07,92670237
1.2e+07,16349034
6200000,37339594
2e+07,18608570
17500000,90508336
5e+07,12335036
5e+05,77121
8.5e+07,363064265
9800000,17553055
5e+07,105103783
1.5e+07,46526243
6e+06,4713059
5e+06,17329337
6e+07,81079566
5e+07,186450317
4e+07,91729503
2e+06,30955
1.75e+08,381687380
2e+07,17306648
5e+07,42002029
1.5e+07,40127259
7500000,10849158
3e+07,166842739
2.6e+07,45043870
2e+07,23661038
2e+07,9208876
4300000,9791282
6e+07,88832210
4e+07,139474906
2e+07,35472739
2500000,108907
4.7e+07,116773317
5e+05,44793168
6e+07,38389024
2e+07,73964713
1.8e+07,315000
1e+08,69548641
3.5e+07,465764086
2.1e+07,10108016
1.7e+07,20465206
1.2e+07,1620056
1.5e+08,490875846
2e+07,5531756
2e+08,365491792
1.5e+08,402231063
2.5e+07,32092761
1.4e+07,20537741
1300000,1005840
1.75e+08,731542621
3e+07,91388487
1.3e+07,109421911
1500000,31916
6e+07,126037057
4e+07,181053657
3.8e+07,44411527
6e+06,1418304
1.38e+08,184068357
1.9e+08,315709697
2.5e+07,26341896
2.4e+07,67348218
1e+07,68722848
1e+07,49486874
6e+07,57604723
4e+07,314709717
1.5e+07,35106706
8e+05,2194020
1.7e+07,13446115
2.1e+08,836519699
27500000,96673002
2.3e+07,2715657
1.5e+07,49894223
3500000,1396395
1.2e+07,5400624
5e+06,4568257
1.75e+08,302469017
4e+07,126646119
1.4e+07,22815460
1.2e+07,20122558
2100000,23266821
2.5e+08,935083686
1.5e+08,292817841
3.8e+07,205298907
2e+07,78769428
3200000,2828590
72500000,71880305
4.5e+07,59551283
9e+06,1635241
3e+06,10473836
1.4e+08,385680446
6e+06,1365108
4e+06,384244
3e+06,10172519
3.9e+07,102332135
3.4e+07,205312666
3e+07,212453431
2e+07,12967829
1e+07,15297318
5e+06,8297
7e+07,316915264
2e+07,29870801
19700000,16498827
1.5e+07,6561243
1e+07,295750
1e+07,997921
2.9e+07,10066366
4e+07,187384627
1.5e+07,38512850
1e+07,19716
3e+07,115150424
2.9e+07,1733532
1.6e+07,78208812
5e+06,10732909
3e+07,48559999
6e+07,172450423
11400000,29830239
1e+07,721108
7500000,29652736
6400000,4199874
1500000,52429
230000,2703762
8500000,17220091
1e+08,236827677
2.2e+07,41771168
2e+07,1167092
1.8e+07,36133014
1.6e+07,31943401
1e+06,1355079
1e+07,90909
2e+07,19121531
8e+07,119668350
4e+07,17033431
2.3e+07,50813834
1.8e+07,80227619
7e+06,1429453
450000,194183034
3e+07,169173206
3e+07,58228460
1.8e+07,27148898
4.2e+07,130788243
1.8e+07,16382538
1e+08,99123656
5.3e+07,131159781
2e+07,29227561
1e+07,9069
6.5e+07,41636243
4e+07,19756077
4e+07,39753957
1.5e+07,7583050
1.1e+07,69752402
1e+07,723388
1.4e+07,1553556
6e+07,252091016
9500000,118482
8e+06,10629320
1e+06,102812
825000,610776
3.5e+07,12254746
1.9e+07,51733921
12500000,26735797
160000,156612
9.5e+07,94894448
6e+07,124514011
7e+06,28142379
1070000,5348767
2e+08,788408539
5e+07,37472651
4e+07,47085064
6500000,1744952
6e+07,108996113
5e+07,687557727
4e+07,119627047
3.5e+07,305705794
2.5e+07,12413949
2e+06,17896
1.05e+08,270997378
5e+07,62209892
3.5e+07,95104304
2.5e+07,29206732
2.5e+07,1190003
1.1e+08,152364370
5.5e+07,16123323
5e+06,10676073
1e+06,4731944
8500000,47417251
4.25e+08,NA
8e+07,53508858
5.8e+07,80480566
3.5e+07,31878891
7e+07,443483213
9e+07,498438212
8.5e+07,224614744
3e+07,64352607
2e+06,3620902
1.8e+07,25727044
36500000,1.5e+07
2.3e+07,44195779
2400000,1333891
820000,16909
640000,14812
1.25e+08,493214888
1.5e+08,319713881
2e+07,67950723
350000,310891
4e+07,224922135
2.7e+07,28773827
2e+07,28270399
3e+06,1022453
2900000,172867
8e+07,158750817
2.8e+07,46752858
1.8e+07,15696146
3e+06,5922292
4.8e+07,112610386
3.1e+07,15826984
2.6e+07,67647574
9e+06,208163
5e+05,3824868
7e+05,1160
6e+07,82812456
2e+06,102645
4e+07,38899792
2e+07,60831067
9e+06,85527
6e+06,117796
6e+06,13722
15000,115592
8e+07,299461782
4.5e+07,65532491
3e+07,52339566
1e+07,109383
1e+07,106466
3750000,44462
3.7e+07,55909910
1.9e+07,56445534
15500000,318623
1.3e+07,19910624
1e+06,2721096
3.2e+07,43603990
12500000,46370970
1.2e+07,310946
1e+06,11574
4.2e+07,8514325
2e+07,873617
1.3e+07,331266710
1.3e+07,23014027
4.5e+07,135808837
3.2e+07,18195238
1.5e+07,76954311
9500000,5278632
6e+06,8173486
1.65e+08,494870991
3.6e+07,65967750
1.3e+07,11831131
7e+06,46488
3e+06,133411
2e+07,92678948
7.5e+07,95572749
5e+07,89895930
4e+07,91455875
3e+07,26857459
1.2e+07,557545
2e+07,22139590
2.8e+07,97531134
2.1e+07,48977233
12500000,3931367
1e+07,3541565
8300000,1353296
3500000,40527719
8e+07,86787530
3.5e+07,75281179
2.5e+07,29863840
1e+07,42226657
3.5e+07,117729621
3.5e+07,39340177
10100000,18726300
9900000,458054
7300000,12023606
3800000,340930
3e+06,4570178
5.2e+07,53139168
2.5e+07,142033509
9e+06,148826
2e+08,NA
1.7e+07,39233233
8e+06,3582797
1.3e+08,321887208
6.5e+07,211739043
2.1e+07,38017873
1.8e+07,60217171
3750000,2436111
2.1e+08,322241588
3e+07,82148538
1.2e+07,21867665
9e+06,883887
5e+05,12232
1.65e+08,756244673
12500000,4360548
1e+07,8629895
9200000,17155193
6600000,NA
9.5e+07,294680778
2e+08,314594597
7e+07,38992292
4.2e+07,11756922
5e+06,16515203
4200000,101740
1e+08,170936470
3e+07,165889117
1.4e+07,4127619
1e+07,17704131
2e+08,NA
4.7e+07,11022696
1.3e+07,3617277
1e+07,15132211
7e+06,10062896
2500000,100280
1.17e+08,258751370
7.5e+07,272223430
1.4e+07,1903952
323000,1373407
6.8e+07,706102828
2.5e+07,146149
1.7e+08,623561331
7e+06,6537179
1.6e+08,217986320
1.6e+08,832584416
5700000,731613
5600000,531806
1.3e+08,290650494
1.5e+07,27469621
4500000,281447
4500000,32961
8.5e+07,114979922
6.9e+07,86796502
4.4e+07,48478084
7e+06,10828305
7e+06,492108
2e+07,51445503
1.9e+07,32618920
1.8e+07,19685588
3.8e+07,105887837
3.5e+07,60376247
2.5e+07,16727470
2.2e+07,4065020
1e+07,1642939
8e+06,6632950
2e+06,7799257
1900000,7785229
1750000,1278471
8.5e+07,48056764
8.2e+07,268268174
6e+07,206598789
4200000,8078683
2e+07,81424988
3.5e+07,97799865
2.4e+07,83660160
1.9e+07,49858465
1.8e+07,25941437
1.7e+07,24719879
4900000,23347469
3.2e+07,70587268
1.5e+07,7885048
2e+06,10024
1800000,70165900
1.6e+07,47707417
5.5e+07,152269033
4500000,2481925
3e+06,3237452
2500000,118666
1900000,740932
6.9e+07,543495033
4e+07,127234389
5600000,18527766
4e+06,36275469
1.5e+07,11173718
3.7e+07,152566881
2e+07,48958353
1e+07,63354114
8e+06,76200721
6800000,16038343
1.5e+07,34247816
1e+08,139716717
7e+07,137431619
2e+07,32838945
1.6e+07,1467278
2e+06,636706
1987650,21270290
1.2e+07,1595168
57500000,295874190
6750000,6812530
5e+06,282687
4e+07,59795070
1.55e+08,418186950
1e+08,278731369
2e+07,277943
1.1e+07,129262388
6e+07,196439693
5e+07,105246941
2e+07,171685793
1.8e+07,157002
12500000,11826980
1600000,2595644
4e+05,433588
30000,9812
3e+06,177512032
1.7e+07,133735284
1e+07,355919
8e+06,5314194
5e+05,5639730
1.6e+07,64733391
1.1e+08,177241171
4e+07,351774938
2e+06,16131551
2e+06,10679
1.25e+08,960283305
3e+07,67255916
8e+06,15644196
2.6e+08,586581936
9e+07,20466016
5.5e+07,90552675
3e+07,102716321
2.4e+07,35792945
1.5e+07,430821168
1.5e+08,142634358
9.5e+07,223050874
5.2e+07,217569328
8470000,42355526
1e+08,97523020
2e+07,48680977
1.6e+07,56506120
1.4e+07,21410546
40000,25572
9.5e+07,169511609
1e+07,78693371
50000,424149
2e+08,400062763
1.2e+08,49628177
8e+07,204774690
12500000,2272186
5e+06,6205034
1e+08,310650574
3.5e+07,252276928
1.5e+07,20601987
7e+06,17023121
1.12e+08,232017848
1.7e+07,8609949
8e+06,20005613
1e+06,16566240
3e+07,53048539
2.5e+07,71594792
2.5e+07,9445081
1e+07,15037867
9100000,18872126
6.3e+07,188657593
3.2e+07,140428499
13400000,164247
5500000,15867314
4e+06,120016
2500000,593933
1500000,99870886
5e+05,680914
3e+07,61449135
2e+07,39686769
1e+06,51587
1.1e+08,229155503
7e+07,70546865
3e+07,8845575
3800000,41914
2.5e+07,149228078
42500000,76347393
3.7e+07,97143987
3.5e+07,24687524
2.5e+07,32209741
5e+06,26517819
4500000,9330465
6500000,20412841
5e+07,146195159
4e+07,136123083
3.2e+07,82332450
6.8e+07,87173475
5e+07,41042583
5e+06,46263525
2e+05,2430735
1.6e+08,355408305
3200000,14314407
1900000,4581937
4e+07,87145086
4e+07,101162106
2.7e+07,155564919
5800000,9662214
7.5e+07,89758389
1.8e+07,73695194
6e+06,408159
3e+07,104283753
1.6e+07,52545707
1.35e+08,245504574
50200000,126931325
1.9e+07,7576604
1.7e+07,38028230
6e+06,13168809
2.5e+07,8208594
8.5e+07,150422946
2e+07,36265745
1.5e+07,1148578
9e+07,487519809
4e+07,95989590
2.5e+07,15907411
3.8e+07,116809717
2.5e+07,53345287
5200000,11633427
4e+06,679482
1800000,783733
1.25e+08,629969804
3e+07,23353111
2e+07,6093725
8e+06,10763183
9.3e+07,482860185
5.2e+07,75835124
6e+07,84154026
32500000,289527030
7e+06,382946
5e+06,2821010
2450000,182358
2.5e+08,NA
3e+07,162838373
1300000,13465
1.5e+08,664837547
8e+07,586464305
3.5e+07,61721826
7250000,35122948
1.5e+08,449326618
3.6e+07,4020990
3.5e+07,65084116
2.1e+07,5046038
7e+06,38158601
3e+06,834953
2e+08,219535492
5.5e+07,189624452
4e+06,1989035
1e+07,1230542
2e+08,560155383
1.9e+07,215448997
1e+07,1884251
4600000,9261711
1.95e+08,NA
4e+07,91126600
1.1e+08,263880341
3e+07,8593154
2.3e+07,77735925
4500000,1217307
1.25e+08,NA
3e+07,50145607
6e+06,11348205
5500000,28468
1.4e+08,370569776
3.5e+07,146595891
14500000,25480031
175000,2102779
1.63e+08,175910315
1.1e+08,563749323
5e+07,147142328
19100000,2406666
1.3e+07,6459183
6e+06,21197454
1e+06,1239174
560000,3709
5e+07,26121638
4e+07,47787943
3e+07,65343694
1.8e+07,47158652
2e+06,1869928
8e+07,170805525
3.5e+07,212417601
2.5e+07,5297411
5e+05,1131261
9e+07,63356133
3e+07,40520649
2.7e+07,80681183
1.5e+07,59168692
1.2e+07,87793
4500000,2404639
2900000,25935
1500000,184705
1800000,842693
4e+07,72295262
2.5e+07,39126427
1.1e+07,229653
5e+06,25861249
2300000,29384
9e+05,958978
2e+07,46604054
6e+07,137551594
2.5e+07,24215385
1e+07,2529395
3e+06,331000
3e+06,5073
2e+06,2151887
750000,7712436
3.5e+07,84606030
2.6e+07,146850273
2.5e+07,38749404
2.1e+07,81452811
1.2e+07,22750356
2.5e+07,11253821
2.4e+07,24474463
1.5e+07,78054825
8e+06,2772511
7200000,295492
7e+07,65409046
5e+07,111300835
3.7e+07,96068724
3.5e+07,86648359
3e+07,3721988
4e+06,1983596
190000,1577585
5e+07,41642166
2e+07,30163785
1.4e+07,623292
8e+06,41334735
5e+06,5476793
4750000,4972016
2e+06,35185884
5e+07,257972745
3500000,5706638
2.5e+07,213120004
4.1e+07,7684524
3.8e+07,27501814
3.5e+07,786532
2.4e+07,62989834
8e+06,3505823
9e+07,139877913
4.5e+07,164539660
7e+06,1891936
5500000,13480196
5e+06,202053386
4200000,313230
3400000,20433227
1e+06,5438911
1.3e+08,554987477
4.5e+07,21544732
3.5e+07,165103952
27500000,15815509
250000,3731489
8e+07,214974953
3.6e+07,193737977
2.5e+07,36054706
1.3e+07,99034125
1e+07,7862131
1500000,372239
1200000,7826
40000,3632
1.5e+08,39549758
7e+07,213463976
4.2e+07,91678442
1.2e+07,1188194
3e+05,39475
7.9e+07,150519217
7.5e+07,211562435
9400000,21817298
2e+07,175507800
1.35e+08,157956466
127500000,689420051
4e+06,978527
1.8e+08,180047784
8.5e+07,149717124
4.5e+07,160971922
2e+07,14807531
1e+07,34240572
1.6e+07,128256712
4e+07,155011165
2.8e+07,40966716
9e+06,17462398
1.45e+08,694713230
1.25e+08,535663443
8e+07,349088523
2.5e+07,38112154
9e+07,239373970
1.3e+08,373993951
7500000,8539003
5e+07,118729073
1.3e+07,509193
7e+07,156815529
4e+07,55247881
34800000,62831715
8e+05,24426169
1.2e+07,1828400
9100000,20927794
6500000,3149
2600000,7033931
70000,8555
1.7e+08,401021746
1.2e+07,10026255
4e+06,12302
1200000,26608
1e+06,96734
1.35e+08,573068425
27500000,31157914
2.5e+07,98406855
1.4e+07,115592104
7e+06,10765283
3e+06,156362
9000,4584
1e+08,98227017
7e+07,160379930
5.8e+07,50365498
2.3e+07,36374700
1e+07,1049641
4.2e+07,36197221
4.2e+07,45688337
2.5e+07,81249176
67500000,350976753
1.2e+07,103028188
3e+06,223652
1.65e+08,496511521
3.1e+07,160558438
1.6e+07,94812
1.5e+07,22018988
6.5e+07,156974557
5.7e+07,149217355
2.3e+07,151496097
32500000,24159934
1.4e+07,35579177
1.2e+07,82497035
4e+07,25268680
1.5e+07,128955898
1.2e+07,123681790
8e+05,462206
750000,1011535
2.2e+08,757890267
1.25e+08,211856088
2.2e+07,77229695
840000,3787689
4.2e+07,202812429
1e+07,4708127
6e+06,8446952
4e+06,442550
8e+07,677923379
1100000,9297407
1e+06,5391992
1.5e+08,305270083
8.5e+07,173613482
2.25e+08,NA
12500000,1100287
1.1e+07,10431506
1e+07,134639780
3e+07,54052249
3e+07,70768144
2e+07,33943049
1200000,595018
930000,30905
2.5e+07,96633833
1.2e+07,113373764
1.2e+07,1200346
5.5e+07,136143605
3.3e+07,41495213
3e+07,61623819
2.6e+07,30601801
6e+06,10106975
5250000,20188740
9e+05,7396
135000,429448
1.2e+07,32700439
4.5e+07,377807404
3.9e+07,81150788
12500000,3522153
8e+06,2721534
5800000,15091
6.5e+07,180148897
2.09e+08,305218228
37500000,120925697
8900000,22744132
1100000,56491
2.15e+08,654213485
1.6e+07,68582095
10800000,484873045
1e+06,42411721
1e+06,101759490
5e+07,236799211
3e+06,1324299
4.5e+07,80594860
7e+07,61031932
57500000,58085235
120000,3090593
1.85e+08,554606532
67500000,137489730
21500000,74326015
1e+07,11766959
1800000,23265132
5e+07,556016627
2e+07,66950887
1.6e+07,12519804
7e+06,170549753
2e+07,25361206
6e+06,16369708
5700000,86051320
3e+06,12577401
6e+06,1673635
5600000,14683763
9.5e+07,879765137
17700000,14518884
2500000,33349941
2.75e+08,NA
225000,1109276
5.5e+07,67130045
3.3e+07,165552290
1e+07,4659110
1.45e+08,746921271
1.25e+08,402448265
750000,4422318
3e+07,133085295
2e+08,NA
4e+07,55249159
1e+08,311979256
6e+07,108119662
1e+07,24660323
4900000,6924321
2500000,4934356
270000,830700
2.2e+07,17216955
3.5e+07,31393201
2.5e+07,48530887
1.7e+07,10637281
4e+06,5966671
2.6e+07,54393637
2e+07,1065907
1.4e+07,82925064
850000,1386088
2.75e+08,282778100
4e+07,20790486
2e+06,16610760
6.5e+07,273346281
24200000,10447579
3e+05,17241
6.5e+07,238940997
37500000,58792011
3.5e+07,17967746
1.2e+07,35830713
4600000,36751984
6e+07,47818913
4.5e+07,41467606
1.5e+07,57586606
1.3e+07,33069303
6900000,44103982
8.5e+07,378505812
3e+07,170466405
1.9e+07,5714913
1.7e+07,116044347
5e+05,314444
8.5e+07,208542162
7.9e+07,318146162
3e+07,197618160
1.25e+08,280355920
9.5e+07,104907746
4e+06,4230426
3.5e+07,35426759
5e+06,140619520
2e+06,17061
1e+06,11495204
1.02e+08,130673154
2e+07,55975672
2e+07,8300821
1.4e+07,11166615
5e+06,9109597
2e+06,2436
1.5e+08,238202668
4300000,10212403
9200000,5806666
136200000,829724737
4.9e+07,71004627
2.1e+07,236412453
1.1e+07,25307405
1.45e+08,306900902
1.2e+08,607987022
6.5e+07,48164150
19500000,29393634
1.5e+07,39238443
1e+07,8890094
44500000,227140757
4.2e+07,73239258
13500000,33035736
1e+07,3336053
3e+06,87727807
2e+05,236806
2.5e+08,NA
52500000,134612435
4e+07,41294674
9700000,36787044
6e+07,217370736
4e+07,169590606
3.5e+07,90221182
2.5e+07,28012862
1e+08,449948323
6.5e+07,442169052
2.5e+07,120832383
77600000,60680125
4.5e+07,73706
2e+07,34454631
5.5e+07,22597969
3e+07,115121608
1500000,2592308
1.95e+08,197687603
1.8e+07,1199510
1.3e+07,42195766
12500000,9376444
1.2e+07,12079308
4500000,7838405
4e+06,25448707
2500000,549632
2e+06,63555
1.1e+08,127983283
5.5e+07,110387072
1.2e+07,89309178
5e+06,60611845
3.5e+07,34480045
3e+07,48330757
1.5e+07,148095566
5e+07,214949716
3.5e+07,48543388
1e+07,31164747
60000,4917
2.8e+07,112914167
2.75e+08,260002115
6.1e+07,132493015
2500000,6916951
250000,62375
9.2e+07,304249198
5e+07,60282876
2.8e+07,94050951
4e+07,74156610
1.5e+07,57907734
4e+06,4327
3500000,27704111
5400000,4728896
2e+08,NA
1e+07,3623609
1e+07,173472
7.6e+07,975216835
2500000,32327255
5e+07,26387039
3.2e+07,27392609
12800000,69821476
5e+06,31149251
7e+07,150562164
2.5e+07,9313302
1.3e+07,18733666
1.4e+08,375740705
5e+07,64477051
1.5e+07,47011449
2e+07,47666013
1.5e+07,9300336
1.1e+08,695941797
3e+07,60512680
1700000,2507159
2.2e+07,15434375
4e+07,27000381
5e+05,152449
1.2e+08,287916633
1500000,1541131
1250000,2940411
1200000,2859955
32500000,48425971
2.6e+07,81275291
1.5e+07,528731
1e+07,31556959
1.7e+07,97778356
1.6e+07,22594052
1400000,1632
9e+05,413733
5e+06,26853810
1.9e+08,467381584
3450000,18309793
3e+06,11267511
3e+06,47469
1.03e+08,362000072
1.6e+08,789300444
1e+08,262794441
3e+06,23283672
1.3e+08,251499665
7.5e+07,342769200
8300000,50827466
6500000,3027956
3.8e+07,94763758
1.5e+07,61847
1.5e+07,20898221
1.1e+07,32943247
10600000,261364
2.25e+08,667999518
1e+06,5892466
2e+08,743588329
1.9e+08,531514650
1.5e+08,205440387
4.3e+07,229727774
2.3e+07,13593473
5e+05,1778
5.8e+07,93672764
3e+06,91266581
9e+07,200859554
3.7e+07,267816276
1.35e+08,286896578
1.3e+08,79076678
8.4e+07,137162560
2e+07,318000141
5300000,440821
4800000,4494560
1e+06,501289
7e+06,1268346
1.15e+08,416456852
1.8e+07,102912961
1900000,285593
1500000,4128828
1.1e+08,348547523
5e+05,2141436
3.5e+07,175361578
3e+07,66742138
1900000,10137234
2e+08,490359051
3e+07,19599974
1.5e+08,644602516
1.9e+07,76086711
4e+07,16173593
3e+07,177025498
2.8e+07,63129909
1.8e+07,43402515
5e+06,1075009
2500000,35017
6e+07,75965567
38600000,57987299
2e+07,47508505
19200000,5617460
5e+05,407100
175000,2602
1.8e+07,11813989
1e+07,68541786
5e+06,100486616
1.2e+08,286192091
5e+07,238059569
3e+07,51078541
5e+06,161921515
2e+06,28864
8e+06,25621449
4.6e+07,113402302
3.8e+07,98230839
2e+07,16723377
8e+06,21970000
7.8e+07,274392649
1.8e+07,9082906
8500000,22885836
5500000,41268579
1.9e+08,351040419
1.5e+07,9307166
7e+07,103735965
3e+07,82409520
2.6e+07,6154172
2e+07,181025343
8500000,10386814
2.5e+07,71009334
1.5e+07,160903019
6e+07,104100903
1.1e+07,56178935
2500000,59922558
5.5e+07,220648184
2e+07,18273009
5250000,22937201
750000,1960521
650000,171962
1.7e+07,72835710
1.2e+07,24761360
1.2e+07,29549145
7e+06,1933829
1.5e+08,NA
1.3e+08,864868047
2.2e+07,70536870
1.2e+07,98963392
2.2e+07,51695362
17500000,7285135
3.5e+07,29890402
4e+07,97470701
2e+07,78613981
3100000,123407
3.2e+07,126539117
1.9e+08,411002906
8e+07,247023808
9e+05,17549645
2.5e+08,960366855
4e+07,257878294
3.5e+07,114962525
2.5e+07,52543354
5e+07,172185754
8e+07,130580730
1.75e+08,151716815
1e+08,391976723
9.1e+07,188536838
4e+07,69807260
2.5e+07,50738810
3e+07,143490
2.2e+07,30051905
1.6e+07,1844228
4e+06,4454853
1e+06,552614
150000,32927
1.7e+08,771100771
3e+07,33339868
1.6e+07,1705908
6e+07,131377412
3e+07,122529966
2.5e+07,153733800
7e+06,36146087
6.5e+07,74575290
7e+06,15206330
1.8e+07,14189810
8e+06,53068955
7e+06,1857458
2e+08,708996336
2600000,15298355
6e+05,42557
3e+07,87956618
2e+07,93931360
1.3e+07,42174545
6e+07,22468620
2e+07,34718173
1.3e+07,50445860
8e+07,108469033
2.8e+07,38959900
5e+07,222383055
2.2e+07,70949793
